experiment_id,noise_regime,track,seed,dataset,model,epochs,batch_size,lr,frobenius_error,condition_number,spectral_norm_inv,training_duration_sec,git_commit_sha,test_top1_acc,test_top5_acc,raw_test_ece,raw_ada_ece,raw_brier,temp_clean,ts_clean_test_ece,ts_clean_test_brier,temp_corrupted,ts_corrupted_test_ece,ts_corrupted_test_brier,val_calibration_delta,peak_val_acc,peak_epoch,final_val_acc,memorization_drop
PILOT-CIFAR10-PreActResNet18-CLEAN-SCE-S42,clean,SCE,42,cifar10,PreActResNet18,30,128,0.05,0.0,1.0,1.0,976.3572900295258,181e7ac1a42f35e742a7f2e879161bf6d949be7e,81.13,98.68,0.15422361830472944,0.1541516577124596,0.3356017480734215,1.8415290117263794,0.11828423602730034,0.30489869481755344,1.8421173095703125,0.11825594708919525,0.3048798889476637,-2.828893810509492e-05,80.5,30,80.5,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-CE-S1337,symmetric_0.2,CE,1337,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1057.6361601352692,181e7ac1a42f35e742a7f2e879161bf6d949be7e,84.69,97.46000000000001,0.08215269564837217,0.08196783892810346,0.244249184130072,0.9267292618751526,0.05222714759260418,0.23827976982720725,1.40989089012146,0.24343125349879266,0.3107875622059142,0.19120410590618847,85.92,20,85.18,0.7399999999999949
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-CE-S2024,symmetric_0.2,CE,2024,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1058.607031583786,181e7ac1a42f35e742a7f2e879161bf6d949be7e,85.44,97.93,0.09146355964541435,0.09306635630130766,0.2382856526531897,0.056588247418403625,0.13964734889566896,0.28334373077119585,1.3940707445144653,0.24965875813663002,0.3061116092523202,0.11001140924096106,86.96000000000001,26,86.48,0.480000000000004
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-CE-S42,symmetric_0.2,CE,42,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1048.7730865478516,181e7ac1a42f35e742a7f2e879161bf6d949be7e,84.92,97.71000000000001,0.08114034632742405,0.08028438730239867,0.24222157557256183,0.8942604064941406,0.04178571519553662,0.2344859323957713,1.4073200225830078,0.23954998295754193,0.30640488189199167,0.1977642677620053,87.02,24,85.36,1.6599999999999966
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_ANCHORT-S1337,symmetric_0.2,ForwardCorrection_AnchorT,1337,cifar10,PreActResNet18,30,128,0.05,0.3301513299518634,1.8973512047051635,1.8785125390029331,1059.8542852401733,181e7ac1a42f35e742a7f2e879161bf6d949be7e,86.06,98.76,0.03320116662085057,0.0332060643017292,0.20678095892808687,1.3557963371276855,0.03249951329529286,0.20899768006824435,1.709299087524414,0.09795524020045994,0.2255362164021628,0.06545572690516707,86.96000000000001,27,86.86,0.10000000000000853
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_ANCHORT-S2024,symmetric_0.2,ForwardCorrection_AnchorT,2024,cifar10,PreActResNet18,30,128,0.05,0.36712899050297915,2.083100756035834,2.0660890251512725,1060.4976720809937,181e7ac1a42f35e742a7f2e879161bf6d949be7e,86.89,98.65,0.023555083948373773,0.022718833065032962,0.19932303699345724,1.318505883216858,0.04030020572841167,0.20307697368962935,1.6839505434036255,0.11858610225766895,0.22336566238908967,0.07828589652925728,87.76,28,87.34,0.4200000000000017
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_ANCHORT-S42,symmetric_0.2,ForwardCorrection_AnchorT,42,cifar10,PreActResNet18,30,128,0.05,0.33333091178084506,1.8657369487358646,1.850934903195792,1059.2697277069092,181e7ac1a42f35e742a7f2e879161bf6d949be7e,86.88,98.74000000000001,0.034440452906489366,0.033748150435090066,0.20099998097312688,1.3365901708602905,0.026467990615963926,0.20164005895714715,1.7209439277648926,0.09329063859134915,0.21719429532061135,0.06682264797538522,87.94,30,87.94,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_BADT-S1337,symmetric_0.2,ForwardCorrection_BadT,1337,cifar10,PreActResNet18,30,128,0.05,1.1666666666666665,2.5714285714285725,2.5714285714285716,1061.522308588028,181e7ac1a42f35e742a7f2e879161bf6d949be7e,88.63,99.51,0.06196277517676351,0.0617124195754528,0.17924846934624752,1.5490854978561401,0.021185438552498832,0.16798230588540194,1.8345191478729248,0.009839894799888137,0.167177510421724,-0.011345543752610696,89.16,27,88.92,0.23999999999999488
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_BADT-S2024,symmetric_0.2,ForwardCorrection_BadT,2024,cifar10,PreActResNet18,30,128,0.05,1.1666666666666665,2.5714285714285725,2.5714285714285716,1058.974633693695,181e7ac1a42f35e742a7f2e879161bf6d949be7e,88.57000000000001,99.36,0.06092497689276937,0.060868750786781306,0.17793158033698953,1.532297134399414,0.020676315307617217,0.16683079487855565,1.8313275575637817,0.009918530987203102,0.165881658249247,-0.010757784320414115,89.72,28,89.5,0.21999999999999886
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_BADT-S42,symmetric_0.2,ForwardCorrection_BadT,42,cifar10,PreActResNet18,30,128,0.05,1.1666666666666665,2.5714285714285725,2.5714285714285716,1058.8582265377045,181e7ac1a42f35e742a7f2e879161bf6d949be7e,88.7,99.47,0.061151167404651624,0.060972787231206894,0.1794619529582246,1.5423346757888794,0.020970759740471814,0.16818212109478164,1.8319199085235596,0.009813200224936005,0.1672158487293141,-0.01115755951553581,89.12,29,88.96000000000001,0.1599999999999966
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_CONFIDENTLEARNINGT-S1337,symmetric_0.2,ForwardCorrection_ConfidentLearningT,1337,cifar10,PreActResNet18,30,128,0.05,0.9572850252930639,3.7579208214924487,3.72389546239277,1058.6083891391754,181e7ac1a42f35e742a7f2e879161bf6d949be7e,87.82000000000001,99.36,0.06383706184029583,0.06383727032542229,0.19150973154828294,1.5324277877807617,0.021738427019119284,0.18039420351716753,1.8184044361114502,0.01468184464871881,0.18015607502280095,-0.007056582370400473,88.56,30,88.56,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_CONFIDENTLEARNINGT-S2024,symmetric_0.2,ForwardCorrection_ConfidentLearningT,2024,cifar10,PreActResNet18,30,128,0.05,0.9898257479066017,3.295920925679954,3.2730393849863804,1057.7565822601318,181e7ac1a42f35e742a7f2e879161bf6d949be7e,87.8,99.29,0.06607589662969116,0.0659204571545124,0.19069622447318899,1.5463610887527466,0.02251727155745026,0.17815434219846524,1.82188081741333,0.011998447015881514,0.17713854964632844,-0.010518824541568748,88.94,26,88.64,0.29999999999999716
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_CONFIDENTLEARNINGT-S42,symmetric_0.2,ForwardCorrection_ConfidentLearningT,42,cifar10,PreActResNet18,30,128,0.05,0.9407937156927708,3.459476299297889,3.4449677397233525,1057.9542727470398,181e7ac1a42f35e742a7f2e879161bf6d949be7e,88.11,99.27,0.06065641810297969,0.06055936492085457,0.18694506053707785,1.5387824773788452,0.0179636244952679,0.17625627021391632,1.8176262378692627,0.016221372294425936,0.176185435495043,-0.0017422522008419643,87.56,30,87.56,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_TRUET-S1337,symmetric_0.2,ForwardCorrection_TrueT,1337,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1061.023132801056,181e7ac1a42f35e742a7f2e879161bf6d949be7e,87.03,99.27,0.03972281985580921,0.039526294648647306,0.19521152429060257,1.3950861692428589,0.011954926699399907,0.19151550768041156,1.754087209701538,0.06705919918715955,0.19914430749180584,0.05510427248775965,87.86,27,87.76,0.09999999999999432
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_TRUET-S2024,symmetric_0.2,ForwardCorrection_TrueT,2024,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1061.741198539734,181e7ac1a42f35e742a7f2e879161bf6d949be7e,87.62,99.38,0.04358510592579838,0.043594756811857205,0.18470404257981507,1.4192559719085693,0.00795088295042513,0.1799799355319092,1.768449068069458,0.05735089777112005,0.18613247074022599,0.04940001482069492,88.4,23,88.14,0.2600000000000051
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-FORWARDCORRECTION_TRUET-S42,symmetric_0.2,ForwardCorrection_TrueT,42,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1060.7177183628082,181e7ac1a42f35e742a7f2e879161bf6d949be7e,87.46000000000001,99.15,0.03978167309612034,0.039792868930101394,0.1865116324391126,1.3877410888671875,0.009636423662304872,0.18300837313056326,1.7592523097991943,0.06472398332953455,0.19075929388193416,0.05508755966722968,88.2,25,87.9,0.29999999999999716
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-GCE-S1337,symmetric_0.2,GCE,1337,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1058.2859756946564,181e7ac1a42f35e742a7f2e879161bf6d949be7e,87.96000000000001,99.5,0.07747161110341554,0.07747177626490592,0.19556731638484692,1.60545814037323,0.036873443166911615,0.17966433889688802,1.843587875366211,0.01964100853055714,0.17678142965088164,-0.017232434636354474,88.9,26,88.86,0.04000000000000625
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-GCE-S2024,symmetric_0.2,GCE,2024,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1058.3264696598053,181e7ac1a42f35e742a7f2e879161bf6d949be7e,88.08,99.39,0.07657003320753578,0.07557827856540682,0.19549645233249752,1.6162179708480835,0.03742497577369211,0.18033891699128568,1.8448741436004639,0.01902044827342035,0.17793407376743975,-0.01840452750027176,88.48,29,88.34,0.14000000000000057
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-GCE-S42,symmetric_0.2,GCE,42,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1061.501181602478,181e7ac1a42f35e742a7f2e879161bf6d949be7e,88.46000000000001,99.45,0.07103887320458888,0.0707261011004448,0.18905515254998723,1.612318754196167,0.030375263884663564,0.17442645676384083,1.8439010381698608,0.017452327474951745,0.17232678898020887,-0.01292293640971182,88.5,28,88.22,0.28000000000000114
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-SCE-S1337,symmetric_0.2,SCE,1337,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1048.58869099617,181e7ac1a42f35e742a7f2e879161bf6d949be7e,79.26,97.98,0.1534465497136116,0.15344648066759112,0.35377583764102893,1.7360178232192993,0.09340680199116472,0.3192140907931177,1.8444902896881104,0.0828453970506787,0.31545912689490685,-0.010561404940486019,78.88,30,78.88,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-SCE-S2024,symmetric_0.2,SCE,2024,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1054.454068660736,181e7ac1a42f35e742a7f2e879161bf6d949be7e,77.82000000000001,97.52,0.1705267151147127,0.17052675657868388,0.3841421828153506,1.7155909538269043,0.10375569100975993,0.3463181394407601,1.8217988014221191,0.08989249007701877,0.34187326393182854,-0.013863200932741154,78.18,30,78.18,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.2-SCE-S42,symmetric_0.2,SCE,42,cifar10,PreActResNet18,30,128,0.05,0.0,1.2857142857142858,1.2857142857142858,1049.7456421852112,181e7ac1a42f35e742a7f2e879161bf6d949be7e,77.44,97.76,0.1685109451323748,0.1685109034121036,0.3849013187158221,1.7425397634506226,0.10590849911123512,0.3462659134137138,1.8445154428482056,0.09506623923927546,0.34223675157490563,-0.010842259871959664,77.4,29,77.36,0.04000000000000625
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-CE-S1337,symmetric_0.5,CE,1337,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,945.8510046005249,181e7ac1a42f35e742a7f2e879161bf6d949be7e,74.67,94.45,0.26359734588563444,0.26357140238285065,0.46375997142056075,1.2494622468948364,0.3560679472878575,0.5330730233603407,1.4430545568466187,0.406502060098946,0.5799667848559023,0.050434112811088505,78.26,23,75.74,2.5200000000000102
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-CE-S2024,symmetric_0.5,CE,2024,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,945.2154452800751,181e7ac1a42f35e742a7f2e879161bf6d949be7e,75.34,95.07000000000001,0.2717279199838638,0.27157744339555506,0.4640755087264202,1.256968379020691,0.36432440200448035,0.5338947804697796,1.4479159116744995,0.4130252208948136,0.5790712025136585,0.04870081889033323,77.28,23,74.58,2.700000000000003
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-CE-S42,symmetric_0.5,CE,42,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,937.1542420387268,181e7ac1a42f35e742a7f2e879161bf6d949be7e,73.35000000000001,93.75,0.24327755371779203,0.24325096368491642,0.4740286396555979,1.2627023458480835,0.33864378082305197,0.5403609429889039,1.4832725524902344,0.39420078668147324,0.5894857444655075,0.05555700585842127,77.9,18,74.14,3.760000000000005
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_ANCHORT-S1337,symmetric_0.5,ForwardCorrection_AnchorT,1337,cifar10,PreActResNet18,30,128,0.05,0.5559084816005686,11.811201634819012,11.655663034045112,946.3021252155304,181e7ac1a42f35e742a7f2e879161bf6d949be7e,79.28,97.95,0.07390768536627296,0.07223711806535721,0.313630311278841,1.4404830932617188,0.027195709696412097,0.3066568641341771,1.8165764808654785,0.08589923350811006,0.3183817864246421,0.058703523811697966,80.04,29,79.86,0.18000000000000682
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_ANCHORT-S2024,symmetric_0.5,ForwardCorrection_AnchorT,2024,cifar10,PreActResNet18,30,128,0.05,0.46267774191620664,7.779899527178721,7.6789447061801,946.3073987960815,181e7ac1a42f35e742a7f2e879161bf6d949be7e,77.68,97.17,0.07012522369921209,0.07009740903675556,0.3302050747652642,1.4247615337371826,0.025716610357165357,0.3241155872727957,1.7961900234222412,0.09722394207268953,0.3379166281752433,0.07150733171552417,79.5,26,78.8,0.7000000000000028
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_ANCHORT-S42,symmetric_0.5,ForwardCorrection_AnchorT,42,cifar10,PreActResNet18,30,128,0.05,0.4912082357194146,5.947338581519465,5.913955388029807,947.473236322403,181e7ac1a42f35e742a7f2e879161bf6d949be7e,78.03,97.22,0.06360919067859651,0.0611544732004404,0.33315130117352987,1.4024202823638916,0.04129517141282558,0.33093551640762625,1.7973474264144897,0.11171553575694562,0.3479875028531509,0.07042036434412005,78.72,27,78.38,0.3400000000000034
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_BADT-S1337,symmetric_0.5,ForwardCorrection_BadT,1337,cifar10,PreActResNet18,30,128,0.05,0.6666666666666667,4.500000000000002,4.500000000000001,946.9118478298187,181e7ac1a42f35e742a7f2e879161bf6d949be7e,82.84,98.85000000000001,0.0868768140077591,0.08665996958315371,0.2676444654446556,1.522507667541504,0.025530715151131166,0.25108195070693445,1.8538670539855957,0.026333279681205732,0.25097516672725595,0.0008025645300745662,83.02,30,83.02,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_BADT-S2024,symmetric_0.5,ForwardCorrection_BadT,2024,cifar10,PreActResNet18,30,128,0.05,0.6666666666666667,4.500000000000002,4.500000000000001,947.1570363044739,181e7ac1a42f35e742a7f2e879161bf6d949be7e,81.83,98.86,0.09317984356284142,0.09318060549795626,0.2812987220692827,1.540808081626892,0.02785974490791561,0.26373626332489497,1.8500113487243652,0.020569309626519663,0.2631488242443209,-0.007290435281395946,83.02,29,82.72,0.29999999999999716
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_BADT-S42,symmetric_0.5,ForwardCorrection_BadT,42,cifar10,PreActResNet18,30,128,0.05,0.6666666666666667,4.500000000000002,4.500000000000001,946.6463277339935,181e7ac1a42f35e742a7f2e879161bf6d949be7e,81.34,98.86,0.09855405591577288,0.09849012567698953,0.2880189054124577,1.5181423425674438,0.03355743952393532,0.2678652145571921,1.8480442762374878,0.017668313181400313,0.2662052683878722,-0.015889126342535007,82.04,28,81.9,0.14000000000000057
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_CONFIDENTLEARNINGT-S1337,symmetric_0.5,ForwardCorrection_ConfidentLearningT,1337,cifar10,PreActResNet18,30,128,0.05,0.7403136478066717,16.151349168040728,16.136561673518294,947.3120856285095,181e7ac1a42f35e742a7f2e879161bf6d949be7e,80.02,98.58,0.10312327225506307,0.10312325333356856,0.3101192556498532,1.540642261505127,0.03214582330584527,0.2903656686783839,1.8456666469573975,0.019575540100038053,0.28979873429268393,-0.012570283205807217,80.76,29,80.58,0.18000000000000682
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_CONFIDENTLEARNINGT-S2024,symmetric_0.5,ForwardCorrection_ConfidentLearningT,2024,cifar10,PreActResNet18,30,128,0.05,0.7353181335112953,13.447275899327911,13.436012062301037,946.7651331424713,181e7ac1a42f35e742a7f2e879161bf6d949be7e,79.86,98.55,0.1060028661593795,0.10600286841094496,0.3139876925903424,1.555461049079895,0.03165588100999595,0.2927023487285484,1.8413434028625488,0.01864636888355016,0.29179292789997247,-0.013009512126445792,79.60000000000001,26,79.36,0.2400000000000091
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_CONFIDENTLEARNINGT-S42,symmetric_0.5,ForwardCorrection_ConfidentLearningT,42,cifar10,PreActResNet18,30,128,0.05,0.7133572258940227,13.101786542239196,13.095198838100524,947.0370213985443,181e7ac1a42f35e742a7f2e879161bf6d949be7e,80.03,98.64,0.10495853153467175,0.10495850434303283,0.309198521396466,1.5441234111785889,0.031793484595418,0.28914006929266495,1.8418201208114624,0.021975854791700843,0.2887531114678206,-0.00981762980371716,80.48,30,80.48,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_TRUET-S1337,symmetric_0.5,ForwardCorrection_TrueT,1337,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,947.3302752971649,181e7ac1a42f35e742a7f2e879161bf6d949be7e,79.29,98.34,0.062261109444499,0.06172675591707229,0.3009149685492733,1.3599028587341309,0.013231198313832262,0.2944716935844402,1.805574655532837,0.0987532515257597,0.30913250763407957,0.08552205321192743,81.9,24,80.62,1.2800000000000011
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_TRUET-S2024,symmetric_0.5,ForwardCorrection_TrueT,2024,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,947.0458924770355,181e7ac1a42f35e742a7f2e879161bf6d949be7e,79.83,98.3,0.052842987942695596,0.05182974198460579,0.2932352188159167,1.36635422706604,0.019204712654650194,0.28932320902989195,1.8012149333953857,0.10743185874819756,0.3061107430840243,0.08822714609354737,80.32000000000001,26,80.06,0.2600000000000051
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-FORWARDCORRECTION_TRUET-S42,symmetric_0.5,ForwardCorrection_TrueT,42,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,946.2431108951569,181e7ac1a42f35e742a7f2e879161bf6d949be7e,78.4,98.16,0.05588656890392306,0.05550483728647232,0.30941580174199224,1.3526862859725952,0.018294182929396628,0.30502443985959526,1.7967519760131836,0.11224276032894848,0.32321876580994885,0.09394857739955184,80.42,23,78.96000000000001,1.4599999999999937
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-GCE-S1337,symmetric_0.5,GCE,1337,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,948.3685357570648,181e7ac1a42f35e742a7f2e879161bf6d949be7e,82.82000000000001,98.72,0.08985230535715816,0.08957865286171435,0.2682443401990727,1.5314823389053345,0.028080421969294556,0.25084215043301294,1.848214030265808,0.02672191954851152,0.25119397687365247,-0.0013585024207830344,83.64,29,83.42,0.21999999999999886
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-GCE-S2024,symmetric_0.5,GCE,2024,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,946.9426026344299,181e7ac1a42f35e742a7f2e879161bf6d949be7e,81.99,98.68,0.09292975930869578,0.09293054836094378,0.28274456742860027,1.5293787717819214,0.031262807466089726,0.26485050283495004,1.8387798070907593,0.03043403234034775,0.2654284969540693,-0.0008287751257419762,82.5,29,82.48,0.01999999999999602
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-GCE-S42,symmetric_0.5,GCE,42,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,947.6064233779907,181e7ac1a42f35e742a7f2e879161bf6d949be7e,82.39,98.59,0.08987109831869605,0.08953904390931126,0.2723643792592119,1.508535385131836,0.025026189716160312,0.2568493844067383,1.8384803533554077,0.03430636100918053,0.25865908180132613,0.00928017129302022,82.60000000000001,28,82.52,0.0800000000000125
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-SCE-S1337,symmetric_0.5,SCE,1337,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,945.2442865371704,181e7ac1a42f35e742a7f2e879161bf6d949be7e,50.54,90.86,0.3418718683719635,0.3418718801707029,0.8020132018954902,1.7085589170455933,0.19265345521718263,0.6944188126237912,1.8108633756637573,0.17026576834321022,0.6838318429416634,-0.022387686873972412,50.18,30,50.18,0.0
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-SCE-S2024,symmetric_0.5,SCE,2024,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,944.9264924526215,181e7ac1a42f35e742a7f2e879161bf6d949be7e,54.480000000000004,92.14,0.31713297473192215,0.31713298220932484,0.7406324420281911,1.6919599771499634,0.16896451933532955,0.6389344486902131,1.8025109767913818,0.1438801168948412,0.6284558362002043,-0.025084402440488346,53.800000000000004,29,53.78,0.020000000000003126
PILOT-CIFAR10-PreActResNet18-SYMMETRIC_0.5-SCE-S42,symmetric_0.5,SCE,42,cifar10,PreActResNet18,30,128,0.05,0.0,2.2500000000000004,2.2500000000000004,944.7834641933441,181e7ac1a42f35e742a7f2e879161bf6d949be7e,48.07,90.28,0.35438011189997193,0.3543800940036773,0.8347342669717791,1.7139537334442139,0.19951328566670418,0.7200421423966472,1.8109489679336548,0.17843151501268145,0.709587098730781,-0.021081770654022725,48.54,29,48.52,0.01999999999999602
